Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
606a,,,,,,-114.01267974,46.67469818,1116.198,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
609a,,,,,,-114.01246212,46.67469249,1116.924,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
610a,,,,,,-114.01238958,46.6746906,1117.216,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
611a,,,,,,-114.01303968,46.67475759,1115.247,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
612a,,,,,,-114.01296714,46.67475569,1115.434,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
613a,,,,,,-114.0128946,46.6747538,1115.607,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
614a,,,,,,-114.01282206,46.6747519,1115.774,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
615a,,,,,,-114.01274952,46.67475001,1116.078,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
617a,,,,,,-114.01260444,46.67474621,1116.578,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
618a,,,,,,-114.01253191,46.67474432,1116.783,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
622a,,,,,,-114.01296438,46.67480562,1115.526,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
623a,,,,,,-114.01289185,46.67480373,1115.756,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
626a,,,,,,-114.01267423,46.67479804,1116.408,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
627a,,,,,,-114.01260169,46.67479614,1116.692,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
628a,,,,,,-114.01252915,46.67479425,1116.918,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
629a,,,,,,-114.01245661,46.67479235,1117.146,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
630a,,,,,,-114.01238407,46.67479046,1117.446,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
632a,,,,,,-114.01296163,46.67485555,1115.609,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
634a,,,,,,-114.01281655,46.67485176,1116.099,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
635a,,,,,,-114.01274401,46.67484986,1116.339,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
636a,,,,,,-114.01267147,46.67484797,1116.587,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
637a,,,,,,-114.01259894,46.67484607,1116.739,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
638a,,,,,,-114.0125264,46.67484418,1117.013,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
639a,,,,,,-114.01245386,46.67484228,1117.214,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
642a,,,,,,-114.01295888,46.67490548,1115.579,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
643a,,,,,,-114.01288634,46.67490358,1115.814,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
644a,,,,,,-114.0128138,46.67490169,1116.071,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
645a,,,,,,-114.01274126,46.67489979,1116.345,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
646a,,,,,,-114.01266872,46.6748979,1116.555,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
647a,,,,,,-114.01259618,46.674896,1116.738,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
648a,,,,,,-114.01252364,46.67489411,1116.884,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
649a,,,,,,-114.0124511,46.67489221,1117.153,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
650a,,,,,,-114.01237857,46.67489032,1117.445,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
652a,,,,,,-114.01295612,46.67495541,1115.403,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
653a,,,,,,-114.01288358,46.67495351,1115.672,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
654a,,,,,,-114.01281105,46.67495162,1115.916,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
658a,,,,,,-114.01252089,46.67494404,1116.846,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
659a,,,,,,-114.01244835,46.67494214,1116.935,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
660a,,,,,,-114.01237581,46.67494025,1117.224,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
661a,,,,,,-114.01302591,46.67500723,1114.819,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
670a,,,,,,-114.01237306,46.67499018,1117.167,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
671a,,,,,,-114.01302316,46.67505716,1114.215,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
674a,,,,,,-114.01280554,46.67505148,1115.427,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
675a,,,,,,-114.012733,46.67504958,1115.761,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
676a,,,,,,-114.01266046,46.67504769,1115.968,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
677a,,,,,,-114.01258792,46.67504579,1116.212,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
680a,,,,,,-114.0123703,46.6750401,1117.014,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
681a,,,,,,-114.0130204,46.67510709,1113.671,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
682a,,,,,,-114.01294786,46.6751052,1114.004,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
688a,,,,,,-114.01251263,46.67509383,1116.246,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
689a,,,,,,-114.01244009,46.67509193,1116.543,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
690a,,,,,,-114.01236755,46.67509003,1116.833,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
691a,,,,,,-114.01301765,46.67515702,1113.129,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
692a,,,,,,-114.01294511,46.67515513,1113.529,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
693a,,,,,,-114.01287257,46.67515323,1113.889,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
694a,,,,,,-114.01280003,46.67515134,1114.451,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
696a,,,,,,-114.01265495,46.67514755,1115.462,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
698a,,,,,,-114.01250987,46.67514376,1116.086,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
699a,,,,,,-114.01243733,46.67514186,1116.26,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
700a,,,,,,-114.01236479,46.67513996,1116.593,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
701a,,,,,,-114.01229043,46.67648806,1107.821,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
702a,,,,,,-114.01221789,46.67648617,1108.456,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
707a,,,,,,-114.01185518,46.67647669,1112.706,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
710a,,,,,,-114.01163756,46.676471,1115.588,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
711a,,,,,,-114.01228767,46.67653799,1106.879,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
714a,,,,,,-114.01207005,46.6765323,1110.271,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
715a,,,,,,-114.01199751,46.67653041,1111.105,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
716a,,,,,,-114.01192497,46.67652851,1111.889,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
717a,,,,,,-114.01185243,46.67652661,1112.631,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
719a,,,,,,-114.01170735,46.67652282,1114.24,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
720a,,,,,,-114.01163481,46.67652093,1115.442,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
721a,,,,,,-114.01228492,46.67658792,1106.59,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
724a,,,,,,-114.0120673,46.67658223,1110.056,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
725a,,,,,,-114.01199476,46.67658034,1110.599,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
726a,,,,,,-114.01192221,46.67657844,1111.657,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
727a,,,,,,-114.01184967,46.67657654,1112.778,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
728a,,,,,,-114.01177713,46.67657465,1113.878,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
730a,,,,,,-114.01163205,46.67657086,1115.159,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
731a,,,,,,-114.01228217,46.67663785,1106.941,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
732a,,,,,,-114.01220963,46.67663595,1107.792,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
734a,,,,,,-114.01206454,46.67663216,1109.193,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
735a,,,,,,-114.011992,46.67663027,1109.823,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
736a,,,,,,-114.01191946,46.67662837,1110.567,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
737a,,,,,,-114.01184692,46.67662647,1111.792,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
738a,,,,,,-114.01177438,46.67662458,1113.074,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
739a,,,,,,-114.01170184,46.67662268,1114.424,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
741a,,,,,,-114.01227941,46.67668778,1107.379,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
742a,,,,,,-114.01220687,46.67668588,1107.918,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
743a,,,,,,-114.01213433,46.67668399,1108.602,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
744a,,,,,,-114.01206179,46.67668209,1109.417,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
745a,,,,,,-114.01198925,46.6766802,1110.814,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
746a,,,,,,-114.01191671,46.6766783,1111.132,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
747a,,,,,,-114.01184416,46.6766764,1111.452,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
748a,,,,,,-114.01177162,46.67667451,1112.341,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
749a,,,,,,-114.01169908,46.67667261,1113.557,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
750a,,,,,,-114.01162654,46.67667071,1114.753,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
751a,,,,,,-114.01227666,46.67673771,1109.243,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
752a,,,,,,-114.01220412,46.67673581,1109.274,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
753a,,,,,,-114.01213157,46.67673392,1109.792,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
754a,,,,,,-114.01205903,46.67673202,1110.813,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
755a,,,,,,-114.01198649,46.67673013,1112.198,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
756a,,,,,,-114.01191395,46.67672823,1113.141,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
757a,,,,,,-114.01184141,46.67672633,1112.92,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
758a,,,,,,-114.01176887,46.67672444,1112.487,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
760a,,,,,,-114.01162379,46.67672064,1113.755,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
762a,,,,,,-114.01220136,46.67678574,1111.19,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
763a,,,,,,-114.01212882,46.67678385,1111.552,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
765a,,,,,,-114.01198374,46.67678005,1112.736,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
766a,,,,,,-114.0119112,46.67677816,1113.437,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
767a,,,,,,-114.01183865,46.67677626,1114.205,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
768a,,,,,,-114.01176611,46.67677437,1114.591,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
769a,,,,,,-114.01169357,46.67677247,1114.756,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
770a,,,,,,-114.01162103,46.67677057,1115.032,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
772a,,,,,,-114.01219861,46.67683567,1111.552,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
773a,,,,,,-114.01212607,46.67683378,1112.004,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
777a,,,,,,-114.0118359,46.67682619,1114.461,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
778a,,,,,,-114.01176336,46.6768243,1115.104,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
779a,,,,,,-114.01169082,46.6768224,1115.617,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
780a,,,,,,-114.01161828,46.6768205,1116.37,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
784a,,,,,,-114.01205077,46.67688181,1112.902,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
785a,,,,,,-114.01197823,46.67687991,1113.478,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
786a,,,,,,-114.01190569,46.67687802,1114.218,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
787a,,,,,,-114.01183315,46.67687612,1114.729,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
788a,,,,,,-114.0117606,46.67687423,1115.312,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
789a,,,,,,-114.01168806,46.67687233,1115.828,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
790a,,,,,,-114.01161552,46.67687043,1116.624,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
794a,,,,,,-114.01204801,46.67693174,1113.285,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
795a,,,,,,-114.01197547,46.67692984,1113.841,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
798a,,,,,,-114.01175785,46.67692415,1115.548,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
799a,,,,,,-114.01168531,46.67692226,1116.231,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
800a,,,,,,-114.01161277,46.67692036,1116.9,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
802a,,,,,,-114.0175151,46.67527444,1091.409,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
804a,,,,,,-114.01737002,46.67527066,1092.916,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
805a,,,,,,-114.01729748,46.67526877,1093.77,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
809a,,,,,,-114.01700732,46.6752612,1097.257,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
810a,,,,,,-114.01693478,46.6752593,1098.129,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
811a,,,,,,-114.01758489,46.67532627,1090.207,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
812a,,,,,,-114.01751235,46.67532437,1090.906,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
815a,,,,,,-114.01729473,46.6753187,1093.345,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
816a,,,,,,-114.01722219,46.6753168,1094.297,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
817a,,,,,,-114.01714965,46.67531491,1095.153,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
819a,,,,,,-114.01700457,46.67531113,1096.834,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
820a,,,,,,-114.01693203,46.67530923,1097.634,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
828a,,,,,,-114.01707436,46.67536295,1095.498,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
829a,,,,,,-114.01700182,46.67536106,1096.241,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
830a,,,,,,-114.01692928,46.67535916,1097.034,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
833a,,,,,,-114.01743431,46.67542234,1090.825,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
837a,,,,,,-114.01714415,46.67541477,1094.114,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
838a,,,,,,-114.01707161,46.67541288,1094.763,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
840a,,,,,,-114.01692653,46.67540909,1096.098,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
845a,,,,,,-114.01728648,46.67546849,1092.034,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
846a,,,,,,-114.01721394,46.67546659,1092.658,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
847a,,,,,,-114.0171414,46.6754647,1093.415,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
848a,,,,,,-114.01706886,46.67546281,1094.147,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
851a,,,,,,-114.01757389,46.67552599,1088.459,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
852a,,,,,,-114.01750135,46.67552409,1089.087,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
853a,,,,,,-114.01742881,46.6755222,1089.994,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
855a,,,,,,-114.01728373,46.67551842,1091.505,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
856a,,,,,,-114.01721119,46.67551652,1092.27,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
859a,,,,,,-114.01699357,46.67551085,1094.139,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
865a,,,,,,-114.01728098,46.67556835,1091.007,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
866a,,,,,,-114.01720844,46.67556645,1091.794,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
868a,,,,,,-114.01706336,46.67556267,1093.163,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
871a,,,,,,-114.01756839,46.67562585,1087.512,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
873a,,,,,,-114.01742331,46.67562206,1088.956,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
874a,,,,,,-114.01735077,46.67562017,1089.679,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
875a,,,,,,-114.01727823,46.67561828,1090.66,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
876a,,,,,,-114.01720569,46.67561638,1091.489,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
877a,,,,,,-114.01713315,46.67561449,1092.299,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
879a,,,,,,-114.01698807,46.6756107,1093.232,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
884a,,,,,,-114.01734802,46.6756701,1089.135,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
886a,,,,,,-114.01720294,46.67566631,1090.937,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
888a,,,,,,-114.01705786,46.67566253,1092.375,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
889a,,,,,,-114.01698532,46.67566063,1092.806,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
891a,,,,,,-114.01756289,46.67572571,1086.71,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
894a,,,,,,-114.01734527,46.67572003,1088.709,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
895a,,,,,,-114.01727273,46.67571813,1089.4,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
896a,,,,,,-114.01720019,46.67571624,1090.182,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
897a,,,,,,-114.01712765,46.67571435,1090.954,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
898a,,,,,,-114.01705511,46.67571246,1091.735,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
900a,,,,,,-114.01691003,46.67570867,1092.817,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
